# Program:featureCounts v1.6.0; Command:"featureCounts" "-T" "1" "-t" "exon" "-g" "Parent" "-a" "../Reference_Data/PlasmoDB-41_Pfalciparum3D7.gff" "-o" "vehicle_drug_feature_counts_exons.txt" "-p" "vehicle_rep1.bam" "vehicle_rep2.bam" "drug_rep1.bam" "drug_rep2.bam" 
Geneid	Chr	Start	End	Strand	Length	vehicle_rep1.bam	vehicle_rep2.bam	drug_rep1.bam	drug_rep2.bam
PF3D7_0201800.1	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	86832;87675;88385;88681	87400;88110;88534;88791	-;-;-;-	1266	0	0	0	0
PF3D7_0321600.1	Pf3D7_03_v3;Pf3D7_03_v3	900857;903017	902711;903369	+;+	2208	606	737	539	545
PF3D7_1130300.1	Pf3D7_11_v3	1166588	1166687	+	100	7	18	2	2
PF3D7_0604800.1	Pf3D7_06_v3	206855	211159	-	4305	35	20	12	25
PF3D7_1438300.1	Pf3D7_14_v3	1546224	1546297	+	74	0	1	0	1
PF3D7_1451800.1	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	2123461;2125929;2126178;2126429	2125765;2126033;2126284;2126599	+;+;+;+	2688	810	955	973	1156
PF3D7_0933700.1	Pf3D7_09_v3;Pf3D7_09_v3	1334115;1334426	1334300;1334794	-;-	555	120	107	66	53
PF3D7_1473400.1	Pf3D7_14_v3	2989577	2992222	+	2646	19	22	188	180
PF3D7_1358200.1	Pf3D7_13_v3;Pf3D7_13_v3	2309035;2313860	2313559;2314125	+;+	4791	61	53	54	73
PF3D7_0727500.1	Pf3D7_07_v3	1164455	1166578	-	2124	70	60	63	83
PF3D7_1214600.1	Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3	613561;613804;614030;614275;614565	613675;613933;614133;614392;614574	-;-;-;-;-	477	86	187	170	189
PF3D7_0706000.1	Pf3D7_07_v3	293400	297089	+	3690	780	672	399	544
PF3D7_0506200.1	Pf3D7_05_v3	259764	260747	+	984	25	38	41	42
PF3D7_0402400.1	Pf3D7_04_v3;Pf3D7_04_v3	147490;148273	148146;148380	-;-	765	869	833	520	781
PF3D7_0215600.1	Pf3D7_02_v3	643106	644317	-	1212	94	88	66	85
PF3D7_1223300.1	Pf3D7_12_v3	934971	938639	-	3669	144	167	53	69
PF3D7_API03800.1	Pf3D7_API_v3	13005	13244	+	240	0	0	0	0
PF3D7_1345400.1	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	1816344;1816889;1817554;1817828	1816693;1817331;1817712;1821300	-;-;-;-	4425	223	240	242	237
PF3D7_0903800.1	Pf3D7_09_v3;Pf3D7_09_v3	179187;179621	179387;183991	+;+	4572	3	4	4	3
PF3D7_0927700.1	Pf3D7_09_v3	1126990	1127928	-	939	190	261	271	317
PF3D7_1217800.1	Pf3D7_12_v3	698771	699013	-	243	16	9	24	32
PF3D7_1217600.1	Pf3D7_12_v3	695559	696455	+	897	4	14	2	5
PF3D7_0824300.1	Pf3D7_08_v3	1059246	1061567	-	2322	45	41	43	52
PF3D7_1369100.1	Pf3D7_13_v3	2746659	2748224	-	1566	43	34	21	35
PF3D7_0324600.1	Pf3D7_03_v3;Pf3D7_03_v3	1021998;1022172	1022066;1023008	+;+	906	2	0	1	1
PF3D7_0912000.1	Pf3D7_09_v3	541033	545739	-	4707	280	258	150	152
PF3D7_0902600.1	Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3	113409;113688;115523	113534;115388;115549	-;-;-	1854	18	14	137	195
PF3D7_0703400.1	Pf3D7_07_v3	129370	131832	-	2463	35	34	38	48
PF3D7_1237300.1	Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3	1556299;1556542;1557021	1556389;1556777;1557617	-;-;-	924	14	8	2	4
PF3D7_1130310.1	Pf3D7_11_v3	1166812	1166914	+	103	12	12	0	0
PF3D7_1409300.1	Pf3D7_14_v3	363092	364240	+	1149	228	301	232	290
PF3D7_1402400.1	Pf3D7_14_v3	89565	91037	-	1473	64	43	70	82
PF3D7_1230700.1	Pf3D7_12_v3	1259620	1262088	+	2469	1270	919	926	1296
PF3D7_1037900.1	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1502955;1503406;1503704;1504173	1503122;1503516;1503823;1504322	-;-;-;-	549	44	60	16	33
PF3D7_0826000.1	Pf3D7_08_v3	1109276	1112794	+	3519	27	36	56	87
PF3D7_1234700.1	Pf3D7_12_v3;Pf3D7_12_v3	1446375;1450104	1449913;1450335	-;-	3771	30	60	13	17
PF3D7_1319000.1	Pf3D7_13_v3	784110	786992	+	2883	36	43	84	103
PF3D7_1315400.1	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	647986;648241;650040;650225;650457	648026;649262;650067;650338;650511	-;-;-;-;-	1260	1351	1670	1373	1502
PF3D7_1141200.1	Pf3D7_11_v3;Pf3D7_11_v3	1657507;1657818	1657681;1657978	-;-	336	34	71	81	83
PF3D7_1432000.1	Pf3D7_14_v3	1257643	1258971	-	1329	109	77	65	91
PF3D7_1245300.1	Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3	1893069;1893224;1893523;1893784	1893120;1893408;1893639;1893903	+;+;+;+	474	76	66	81	86
PF3D7_1320300.1	Pf3D7_13_v3	838848	840965	-	2118	102	115	84	101
PF3D7_1358500.1	Pf3D7_13_v3	2318686	2320527	+	1842	79	66	113	135
PF3D7_1023900.1	Pf3D7_10_v3	997475	1007461	-	9987	2620	1313	1915	2485
PF3D7_0612200.1	Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3	512972;513288;513720;513882;514151;514397;514599;514794	513073;513598;513783;514032;514242;514469;514645;519548	-;-;-;-;-;-;-;-	5595	207	141	270	310
PF3D7_1038800.1	Pf3D7_10_v3;Pf3D7_10_v3	1557816;1558159	1558013;1560696	+;+	2736	18	11	209	309
PF3D7_1235800.1	Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3	1489319;1489571;1489799;1490034;1490946;1493551;1493968;1494478;1494746;1494944;1495241;1495510;1495698;1496085	1489480;1489652;1489952;1490775;1493370;1493797;1494340;1494612;1494835;1495086;1495391;1495614;1495952;1497065	-;-;-;-;-;-;-;-;-;-;-;-;-;-	6045	16	20	13	19
PF3D7_0625300.1	Pf3D7_06_v3	1026823	1031157	-	4335	84	80	106	135
PF3D7_1320600.1	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	847090;847303;847490;848088;848330	847129;847351;847914;848170;848383	+;+;+;+;+	651	450	665	482	479
PF3D7_0505900.1	Pf3D7_05_v3;Pf3D7_05_v3;Pf3D7_05_v3;Pf3D7_05_v3;Pf3D7_05_v3;Pf3D7_05_v3	254473;254634;254801;255010;255271;255485	254502;254702;254885;255059;255384;255517	-;-;-;-;-;-	381	238	294	175	202
PF3D7_0221700.1	Pf3D7_02_v3;Pf3D7_02_v3	869508;871086	870950;871124	-;-	1482	8	12	64	87
PF3D7_0831700.1	Pf3D7_08_v3	1365467	1367506	-	2040	2724	1786	2994	3642
PF3D7_0311500.1	Pf3D7_03_v3	497118	497363	-	246	60	75	25	32
PF3D7_0515300.1	Pf3D7_05_v3	628981	635382	+	6402	305	358	402	511
PF3D7_1343700.1	Pf3D7_13_v3	1724817	1726997	-	2181	188	110	353	451
PF3D7_1238500.1	Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3	1594826;1600209;1600418	1600084;1600279;1600526	+;+;+	5439	144	102	143	193
PF3D7_0827100.1	Pf3D7_08_v3	1172394	1176587	+	4194	99	79	112	152
PF3D7_1465500.1	Pf3D7_14_v3	2650755	2655140	+	4386	0	0	0	0
PF3D7_0319200.1	Pf3D7_03_v3	803592	806312	-	2721	108	107	95	121
PF3D7_0217900.1	Pf3D7_02_v3	735438	736997	-	1560	991	741	490	605
PF3D7_1330600.1	Pf3D7_13_v3	1287891	1289408	-	1518	367	365	230	196
PF3D7_1334300.1	Pf3D7_13_v3	1400897	1402276	-	1380	116	64	137	166
PF3D7_0808600.1	Pf3D7_08_v3;Pf3D7_08_v3	431165;437636	436546;439051	+;+	6798	5	3	3	6
PF3D7_1124200.1	Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3	957514;958270;959001;959157	958119;958842;959038;959199	-;-;-;-	1260	160	175	232	226
PF3D7_1200900.1	Pf3D7_12_v3;Pf3D7_12_v3	73229;74376	74233;74522	-;-	1152	92	41	116	173
PF3D7_0731500.1	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	1358055;1362444;1362624;1362847	1362318;1362522;1362706;1362929	+;+;+;+	4509	73	80	236	370
PF3D7_0612600.1	Pf3D7_06_v3	523657	525105	-	1449	164	245	148	181
PF3D7_0531900.1	Pf3D7_05_v3	1292211	1292409	+	199	0	0	0	0
PF3D7_0410300.1	Pf3D7_04_v3;Pf3D7_04_v3	470528;470916	470567;473596	-;-	2721	176	176	171	187
PF3D7_1404700.1	Pf3D7_14_v3	161227	162099	-	873	1	4	17	10
PF3D7_1013100.1	Pf3D7_10_v3;Pf3D7_10_v3	502634;504158	504061;506392	-;-	3663	172	119	128	182
PF3D7_0905500.1	Pf3D7_09_v3	278369	279088	+	720	63	72	42	33
PF3D7_1411400.1	Pf3D7_14_v3	461401	467451	-	6051	85	82	108	144
PF3D7_1479400.1	Pf3D7_14_v3;Pf3D7_14_v3	3266136;3266367	3266204;3267377	+;+	1080	4	2	20	21
PF3D7_1125400.1	Pf3D7_11_v3;Pf3D7_11_v3	997923;999329	999116;999547	-;-	1413	278	312	244	287
PF3D7_0822000.1	Pf3D7_08_v3;Pf3D7_08_v3	978798;980507	980376;980634	+;+	1707	76	98	105	161
PF3D7_0308800.1	Pf3D7_03_v3;Pf3D7_03_v3	378045;378380	378233;378517	+;+	327	116	176	117	124
PF3D7_0608700.1	Pf3D7_06_v3;Pf3D7_06_v3	358391;360082	359900;360203	+;+	1632	1453	1446	1083	1153
PF3D7_1407700.1	Pf3D7_14_v3;Pf3D7_14_v3	279176;280609	280331;280673	+;+	1221	2	3	1	0
PF3D7_0613800.1	Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3	566139;575316;578038	574995;577832;578993	+;+;+	12330	442	292	531	635
PF3D7_0204300.1	Pf3D7_02_v3	194826	196916	-	2091	167	153	94	121
PF3D7_1249100.1	Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3	2008194;2008482;2009628	2008259;2009513;2009708	+;+;+	1179	280	240	241	271
PF3D7_1444600.1	Pf3D7_14_v3;Pf3D7_14_v3	1841029;1841261	1841062;1841592	+;+	366	6	15	7	9
PF3D7_1145100.1	Pf3D7_11_v3	1783357	1786563	-	3207	334	355	501	541
PF3D7_0611700.1	Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3	488579;488881;489285	488627;488984;489287	-;-;-	156	604	872	240	234
PF3D7_1364800.1	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	2603463;2603755;2603962;2604158;2604321;2604592;2604830	2603528;2603829;2604045;2604217;2604402;2604699;2604972	-;-;-;-;-;-;-	618	277	333	316	307
PF3D7_0700600.1	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	43192;43995;44061	43917;44058;44140	-;-;-	870	0	0	0	0
PF3D7_1140600.1	Pf3D7_11_v3	1616416	1621890	-	5475	11	8	5	24
PF3D7_0603800.1	Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3	152541;152721;153006;153195;153650;155602;156426;156699;156877;157115;157394;157665;158164;158463;158690;159045;159376;159572;159867;160165	152603;152884;153096;153443;155393;156331;156599;156796;156948;157292;157535;158016;158355;158560;158941;159268;159470;159708;160001;160455	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5481	216	204	196	222
PF3D7_0527700.1	Pf3D7_05_v3	1150234	1150306	+	73	0	0	0	0
PF3D7_API00800.1	Pf3D7_API_v3	1223	1314	+	92	0	0	0	0
PF3D7_1019600.1	Pf3D7_10_v3	796291	799923	+	3633	58	59	38	51
PF3D7_1139700.1	Pf3D7_11_v3	1582995	1584512	-	1518	76	87	28	32
PF3D7_1456800.1	Pf3D7_14_v3	2329933	2332086	-	2154	1059	1074	1067	1056
PF3D7_1446000.1	Pf3D7_14_v3	1889413	1889529	+	117	3	2	4	2
PF3D7_0406400.1	Pf3D7_04_v3;Pf3D7_04_v3;Pf3D7_04_v3;Pf3D7_04_v3;Pf3D7_04_v3;Pf3D7_04_v3;Pf3D7_04_v3	332043;332328;332569;332697;332900;333177;333637	332048;332392;332614;332772;333013;333441;333856	+;+;+;+;+;+;+	792	76	80	83	98
PF3D7_1372100.1	Pf3D7_13_v3;Pf3D7_13_v3	2837053;2837313	2837136;2839058	+;+	1830	0	0	2	4
PF3D7_1005500.1	Pf3D7_10_v3	237506	242245	-	4740	589	594	282	428
PF3D7_0625600.1	Pf3D7_06_v3	1039655	1041550	+	1896	7	12	35	38
PF3D7_1041200.1	Pf3D7_10_v3;Pf3D7_10_v3	1639171;1639457	1639224;1640518	+;+	1116	0	0	0	0
PF3D7_1310900.1	Pf3D7_13_v3	476223	477134	+	912	99	147	130	111
PF3D7_0506900.1	Pf3D7_05_v3	288776	291055	-	2280	609	878	588	557
PF3D7_1137700.1	Pf3D7_11_v3	1477643	1479850	+	2208	8	0	5	6
PF3D7_0508800.1	Pf3D7_05_v3	363588	364442	-	855	331	454	284	317
PF3D7_0525200.1	Pf3D7_05_v3;Pf3D7_05_v3;Pf3D7_05_v3	1045462;1051005;1051210	1050875;1051096;1051253	+;+;+	5550	207	162	245	299
PF3D7_0719700.1	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	861583;862014;862321	861667;862175;862487	+;+;+	414	2528	3018	1795	1734
PF3D7_1320700.1	Pf3D7_13_v3	849662	853990	+	4329	55	34	56	69
PF3D7_1227300.1	Pf3D7_12_v3	1105251	1108739	+	3489	37	44	15	42
PF3D7_0616000.1	Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3	669860;671375;671559	671233;671420;671632	+;+;+	1494	101	135	205	245
PF3D7_0507300.1	Pf3D7_05_v3	301930	304611	-	2682	2	7	13	16
PF3D7_0219800.1	Pf3D7_02_v3;Pf3D7_02_v3	786870;787848	787736;787940	-;-	960	77	57	122	119
PF3D7_1308900.1	Pf3D7_13_v3	408580	412101	-	3522	277	228	379	440
PF3D7_0222800.1	Pf3D7_02_v3;Pf3D7_02_v3	899430;899600	899498;900445	+;+	915	0	1	0	0
PF3D7_0923000.1	Pf3D7_09_v3	939580	940587	-	1008	124	119	124	136
PF3D7_0110900.1	Pf3D7_01_v3	420293	420853	-	561	69	57	24	20
PF3D7_0513300.1	Pf3D7_05_v3	569182	569919	-	738	8095	8200	2249	2490
malmito_rna_RNA18:rRNA	Pf_M76611	4964	4988	+	25	0	2	0	0
PF3D7_1115900.1	Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3	600176;600373;600652;600979;601301;601431;601609;601778;601952;602109	600242;600522;600776;601161;601337;601471;601677;601816;602015;602215	+;+;+;+;+;+;+;+;+;+	882	60	104	64	65
PF3D7_1323900.1	Pf3D7_13_v3	989468	990598	+	1131	103	110	108	149
PF3D7_0610100.1	Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3	434807;436118;436396	435969;436219;436465	-;-;-	1335	349	397	302	359
PF3D7_0217800.1	Pf3D7_02_v3	734272	734595	+	324	1183	1519	442	514
PF3D7_0729200.1	Pf3D7_07_v3;Pf3D7_07_v3	1247398;1247755	1247610;1248264	+;+	723	93	99	93	71
PF3D7_1035400.1	Pf3D7_10_v3	1404195	1405259	+	1065	223	196	309	396
PF3D7_1238000.1	Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3	1581984;1582346;1582981	1582044;1582724;1582987	+;+;+	447	44	63	41	22
PF3D7_API04100.1	Pf3D7_API_v3	13661	14344	-	684	0	0	0	0
PF3D7_1309800.1	Pf3D7_13_v3;Pf3D7_13_v3	445611;446577	446446;446658	-;-	918	202	214	159	151
PF3D7_0624500.1	Pf3D7_06_v3	994284	994553	+	270	203	392	194	161
PF3D7_0902100.1	Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3	93830;94042;95413	93910;95325;95613	-;-;-	1566	42	43	35	46
PF3D7_1332500.1	Pf3D7_13_v3	1340786	1341442	+	657	258	423	218	209
PF3D7_1340000.1	Pf3D7_13_v3	1601698	1603554	-	1857	33	86	86	85
PF3D7_0828300.1	Pf3D7_08_v3	1221025	1222683	-	1659	214	221	207	250
PF3D7_0904400.1	Pf3D7_09_v3	208168	208725	-	558	223	318	218	185
PF3D7_0925700.1	Pf3D7_09_v3	1028661	1030010	-	1350	278	324	729	780
PF3D7_0727100.1	Pf3D7_07_v3	1152155	1155355	-	3201	25	34	50	87
PF3D7_1031400.1	Pf3D7_10_v3	1265079	1265141	+	63	0	0	0	0
PF3D7_1031400.2	Pf3D7_10_v3	1265079	1265162	+	84	0	0	0	0
PF3D7_1031400.1,PF3D7_1031400.2	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1265300;1265429;1265714;1265911;1266066;1266275;1266539	1265347;1265569;1265793;1265974;1266161;1266352;1268785	+;+;+;+;+;+;+	2754	64	75	50	51
PF3D7_1242700.1	Pf3D7_12_v3;Pf3D7_12_v3	1803653;1804073	1803655;1804483	+;+	414	1769	1660	864	943
PF3D7_0717800.1	Pf3D7_07_v3	767357	771949	-	4593	19	18	27	33
PF3D7_1469100.1	Pf3D7_14_v3	2837319	2838101	+	783	43	59	78	109
PF3D7_0600600.1	Pf3D7_06_v3;Pf3D7_06_v3	29618;31413	30868;31484	-;-	1323	0	0	0	0
PF3D7_1228600.1	Pf3D7_12_v3	1160729	1162960	-	2232	4362	5165	3890	3580
PF3D7_1480000.1	Pf3D7_14_v3;Pf3D7_14_v3	3285900;3286035	3285953;3287003	+;+	1023	0	0	3	2
PF3D7_0922800.1	Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3	922292;935039;935271	934873;935122;935372	-;-;-	12768	103	73	104	127
PF3D7_1427400.1,PF3D7_1427400.2	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	1077357;1077603;1078728;1079010;1079255	1077484;1078536;1078830;1079148;1079362	-;-;-;-;-	1412	79	73	38	54
PF3D7_1427400.1	Pf3D7_14_v3	1079553	1079721	-	169	0	0	0	0
PF3D7_1427400.2	Pf3D7_14_v3	1079559	1079721	-	163	0	0	0	0
PF3D7_0924300.1	Pf3D7_09_v3	984815	986017	-	1203	118	111	121	142
PF3D7_1477900.1	Pf3D7_14_v3;Pf3D7_14_v3	3209129;3209987	3209985;3211574	+;+	2445	1	1	52	57
PF3D7_1010100.1	Pf3D7_10_v3	403679	404575	+	897	62	97	60	63
PF3D7_1453700.1	Pf3D7_14_v3;Pf3D7_14_v3	2207027;2207498	2207031;2208320	+;+	828	3675	2543	2168	2350
PF3D7_1373400.1	Pf3D7_13_v3;Pf3D7_13_v3	2881591;2881877	2881644;2882956	+;+	1134	0	1	4	1
PF3D7_1024600.1	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1027128;1027340;1027487;1027683;1028160;1028741	1027175;1027384;1027591;1027895;1028423;1029367	-;-;-;-;-;-	1302	97	110	67	62
PF3D7_0617100.1	Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3	710059;712880;713559;713848;714153;714306;714489	712667;713422;713727;714048;714194;714364;714576	+;+;+;+;+;+;+	3711	145	172	136	164
PF3D7_0525100.1	Pf3D7_05_v3	1041745	1043766	+	2022	1505	1393	1505	1572
PF3D7_0914200.1	Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3	608361;608878;609568;609740	608648;609452;609625;610075	-;-;-;-	1257	104	170	179	196
PF3D7_1409100.1	Pf3D7_14_v3	356550	360188	+	3639	299	329	811	943
PF3D7_1214100.1	Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3	602428;605428;606680;606852	605267;606525;606752;606962	+;+;+;+	4122	384	444	217	262
PF3D7_1212900.1	Pf3D7_12_v3	568569	571835	-	3267	155	115	279	334
PF3D7_0807500.1	Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3	387219;387474;388009	387294;387824;388364	+;+;+	783	1163	1657	991	1021
PF3D7_1346000.1	Pf3D7_13_v3;Pf3D7_13_v3	1837752;1838170	1837903;1840105	-;-	2088	1	1	4	6
PF3D7_0203600.1	Pf3D7_02_v3	166144	168051	+	1908	34	48	73	74
PF3D7_0805700.1	Pf3D7_08_v3;Pf3D7_08_v3	314172;314434	314252;318726	-;-	4374	370	432	441	521
PF3D7_0302300.1	Pf3D7_03_v3	125992	130235	-	4244	0	0	0	0
PF3D7_1401200.1	Pf3D7_14_v3;Pf3D7_14_v3	46833;47019	46901;47744	+;+	795	472	304	465	555
PF3D7_1311100.1	Pf3D7_13_v3	479353	480840	+	1488	2	4	7	7
PF3D7_1133800.1	Pf3D7_11_v3;Pf3D7_11_v3	1309024;1310937	1310740;1311793	+;+	2574	570	599	348	401
PF3D7_1421500.1	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	884398;884655;884869	884463;884724;885074	+;+;+	342	15	11	13	14
PF3D7_1427100.1	Pf3D7_14_v3	1056162	1060124	+	3963	65	40	164	215
PF3D7_1466600.1	Pf3D7_14_v3	2726800	2727642	-	843	9	0	2	6
PF3D7_1400400.1	Pf3D7_14_v3;Pf3D7_14_v3	14126;15310	15085;15363	-;-	1014	0	0	0	0
PF3D7_0308900.1	Pf3D7_03_v3	379130	383290	-	4161	181	148	218	220
PF3D7_1118800.1	Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3	714117;714622;714864;715071;715288;715612;716102	714425;714764;714933;715137;715384;715915;716287	-;-;-;-;-;-;-	1176	36	58	26	36
PF3D7_0323000.1	Pf3D7_03_v3;Pf3D7_03_v3;Pf3D7_03_v3	968675;968905;969185	968723;969002;969202	-;-;-	165	194	216	129	137
PF3D7_1412000.1	Pf3D7_14_v3	482437	483399	+	963	17	31	8	11
PF3D7_0700500.1	Pf3D7_07_v3;Pf3D7_07_v3	40288;41382	41289;41453	-;-	1074	0	0	0	0
PF3D7_0718900.1	Pf3D7_07_v3;Pf3D7_07_v3	835957;836574	836373;836861	+;+	705	0	0	1	0
PF3D7_1468800.1	Pf3D7_14_v3	2827942	2830443	-	2502	307	246	428	543
PF3D7_0810100.1	Pf3D7_08_v3;Pf3D7_08_v3	519331;519847	519521;519991	-;-	336	29	47	62	57
PF3D7_1432500.1	Pf3D7_14_v3;Pf3D7_14_v3	1283570;1284829	1284669;1285063	+;+	1335	103	73	151	210
PF3D7_1126600.1	Pf3D7_11_v3	1037643	1039691	-	2049	72	92	121	172
PF3D7_0926800.1	Pf3D7_09_v3	1092844	1096521	-	3678	88	111	86	107
PF3D7_0731300.1	Pf3D7_07_v3;Pf3D7_07_v3	1350032;1350295	1350130;1351149	+;+	954	203	211	460	515
PF3D7_0103800.1	Pf3D7_01_v3;Pf3D7_01_v3;Pf3D7_01_v3;Pf3D7_01_v3;Pf3D7_01_v3;Pf3D7_01_v3;Pf3D7_01_v3;Pf3D7_01_v3;Pf3D7_01_v3;Pf3D7_01_v3	169079;169216;169400;169598;169821;170042;170405;170733;170956;171152	169126;169317;169455;169702;169890;170283;170606;170855;171028;171273	-;-;-;-;-;-;-;-;-;-	1143	59	92	155	159
PF3D7_1445000.1	Pf3D7_14_v3	1849172	1850392	-	1221	41	46	30	29
PF3D7_1470400.1	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	2880157;2880393;2880647;2880913	2880248;2880467;2880769;2881012	-;-;-;-	390	120	117	100	104
PF3D7_1455500.1	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	2267201;2270157;2270345;2270636	2269991;2270218;2270521;2270851	+;+;+;+	3246	246	227	235	283
PF3D7_1305200.1	Pf3D7_13_v3	255130	256116	+	987	36	43	30	44
PF3D7_0831750.1	Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3	1371847;1372103;1372225;1372294;1372579;1372669	1372100;1372223;1372291;1372577;1372667;1372720	+;+;+;+;+;+	867	18	29	9	14
PF3D7_1306600.1	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	315042;315634;316722	315453;316526;316784	-;-;-	1368	95	112	92	116
PF3D7_1038900.1	Pf3D7_10_v3	1562809	1563888	+	1080	34	42	102	146
PF3D7_0310900.1	Pf3D7_03_v3	466085	468445	+	2361	78	84	76	95
PF3D7_0800300.1	Pf3D7_08_v3;Pf3D7_08_v3	40948;49632	48582;50939	+;+	8943	3	0	1	3
PF3D7_0528300.1	Pf3D7_05_v3	1166520	1168010	-	1491	29	29	14	13
PF3D7_1475300.1	Pf3D7_14_v3	3085496	3086182	+	687	189	218	124	124
PF3D7_1370100.1	Pf3D7_13_v3	2783150	2783221	-	72	0	0	0	0
PF3D7_1404200.1	Pf3D7_14_v3;Pf3D7_14_v3	147961;148317	148197;148415	+;+	336	3	1	5	8
PF3D7_1363400.1	Pf3D7_13_v3;Pf3D7_13_v3	2543644;2546477	2546354;2546483	-;-	2718	219	214	191	225
PF3D7_1238100.1	Pf3D7_12_v3	1583909	1584595	-	687	601	385	353	496
PF3D7_1133500.1	Pf3D7_11_v3;Pf3D7_11_v3	1296801;1297786	1297565;1298199	+;+	1179	37	37	13	18
PF3D7_0925600.1	Pf3D7_09_v3;Pf3D7_09_v3	1027094;1027362	1027137;1027704	+;+	387	52	71	62	95
PF3D7_0614400.1	Pf3D7_06_v3	604573	605340	+	768	156	153	109	138
